child_id,age,gender,language_level,cognitive_level,parental_support,session_id,timestamp,activity_type,task_difficulty,task_completion_time,success,hints_used,errors_made,movement_entropy,fidgeting_score,focus_duration,eye_tracking_score,speaking_turns,emotion_score,engagement_level,instruction_strategy,developmental_prediction
C073,70,M,Medium,Low,Low,C073_S18,2023-05-02,Drawing,5,185.73,True,3,2,0.24,0.42,195.77,0.5,6,-0.42,0.77,Visual,At-risk
C073,70,M,Medium,Low,Low,C073_S19,2023-05-14,Reading,1,61.72,True,2,1,0.7,0.23,98.27,0.86,5,-0.83,0.82,Verbal,Advanced
C073,70,M,Medium,Low,Low,C073_S20,2023-06-06,Puzzle,5,188.05,False,2,3,0.22,0.52,48.78,0.59,5,-0.11,0.89,Hands-on,At-risk
C074,63,M,High,Medium,Moderate,C074_S01,2023-04-18,Puzzle,1,139.37,True,1,4,0.87,0.39,293.21,0.56,4,0.46,0.91,Hands-on,On-track
C074,63,M,High,Medium,Moderate,C074_S02,2023-05-16,Puzzle,3,109.57,True,3,3,0.48,0.88,70.58,0.94,4,-0.1,0.79,Hands-on,Advanced
C074,63,M,High,Medium,Moderate,C074_S03,2023-05-19,Drawing,4,220.75,True,1,3,0.47,0.53,240.62,0.83,4,-0.54,0.7,Verbal,At-risk
C074,63,M,High,Medium,Moderate,C074_S04,2023-02-23,Counting,4,19.35,True,1,2,0.37,0.25,151.04,0.87,5,0.33,0.79,Visual,On-track
C074,63,M,High,Medium,Moderate,C074_S05,2023-02-08,Reading,4,197.05,True,2,4,0.71,0.52,52.91,0.55,7,-0.11,0.45,Verbal,On-track
C074,63,M,High,Medium,Moderate,C074_S06,2023-01-12,Puzzle,1,264.26,True,0,2,0.84,0.72,216.11,0.77,4,-0.95,0.87,Hands-on,On-track
C074,63,M,High,Medium,Moderate,C074_S07,2023-04-22,Counting,3,65.78,True,0,0,0.77,0.26,63.54,0.85,2,0.89,0.51,Verbal,Advanced
C074,63,M,High,Medium,Moderate,C074_S08,2023-04-27,Puzzle,5,89.52,True,0,0,0.91,0.98,287.72,0.93,9,0.43,0.98,Visual,On-track
C074,63,M,High,Medium,Moderate,C074_S09,2023-05-18,Drawing,1,278.81,True,2,2,0.55,0.29,280.55,0.54,7,0.57,0.46,Visual,On-track
C074,63,M,High,Medium,Moderate,C074_S10,2023-05-12,Puzzle,4,113.7,True,2,1,0.17,0.6,81.05,0.53,3,-0.76,0.58,Visual,On-track
C074,63,M,High,Medium,Moderate,C074_S11,2023-04-24,Counting,5,157.66,False,0,2,0.22,0.1,281.67,0.59,6,-0.58,0.58,Verbal,At-risk
C074,63,M,High,Medium,Moderate,C074_S12,2023-03-25,Drawing,5,27.31,True,3,0,0.38,0.68,66.49,0.65,2,-0.82,0.53,Mixed,On-track
C074,63,M,High,Medium,Moderate,C074_S13,2023-01-26,Drawing,4,239.38,True,1,1,0.66,0.46,194.12,0.86,2,-0.63,0.6,Hands-on,Advanced
C074,63,M,High,Medium,Moderate,C074_S14,2023-04-07,Drawing,3,53.51,True,1,3,0.67,0.37,275.06,0.52,3,0.43,0.38,Visual,On-track
C074,63,M,High,Medium,Moderate,C074_S15,2023-01-14,Reading,5,162.7,True,0,4,0.62,0.84,51.01,0.95,8,0.87,0.25,Visual,Advanced
C074,63,M,High,Medium,Moderate,C074_S16,2023-04-27,Drawing,3,13.71,True,2,2,0.66,0.81,297.96,0.51,2,0.23,0.3,Verbal,On-track
C074,63,M,High,Medium,Moderate,C074_S17,2023-02-19,Counting,2,163.27,True,0,3,0.89,0.66,288.29,0.51,5,-0.29,0.48,Mixed,On-track
C074,63,M,High,Medium,Moderate,C074_S18,2023-02-02,Puzzle,5,84.77,True,3,2,0.77,0.44,145.78,0.61,9,0.69,0.53,Hands-on,On-track
C074,63,M,High,Medium,Moderate,C074_S19,2023-02-04,Puzzle,5,35.47,True,2,2,0.62,0.94,92.74,0.53,4,0.92,0.29,Mixed,On-track
C074,63,M,High,Medium,Moderate,C074_S20,2023-02-13,Counting,3,254.2,True,1,0,0.64,0.88,163.22,0.58,4,0.81,0.88,Visual,On-track
C075,63,M,High,High,Low,C075_S01,2023-05-28,Drawing,1,283.29,True,1,3,0.38,0.32,247.62,0.55,3,0.03,0.25,Visual,Advanced
C075,63,M,High,High,Low,C075_S02,2023-05-06,Drawing,2,147.2,True,0,3,0.36,0.55,184.47,0.82,6,-0.35,0.83,Hands-on,Advanced
C075,63,M,High,High,Low,C075_S03,2023-03-13,Puzzle,5,78.04,True,2,1,0.12,0.15,293.65,0.61,6,-0.23,0.55,Hands-on,At-risk
C075,63,M,High,High,Low,C075_S04,2023-03-05,Drawing,2,133.32,True,2,0,0.79,0.08,203.22,0.9,2,0.61,0.76,Verbal,On-track
C075,63,M,High,High,Low,C075_S05,2023-06-01,Drawing,2,115.15,True,0,1,0.14,0.34,70.7,0.82,2,0.59,0.2,Mixed,Advanced
C075,63,M,High,High,Low,C075_S06,2023-04-17,Puzzle,5,143.32,True,2,1,0.1,0.9,284.37,0.55,5,-0.33,0.41,Visual,On-track
C075,63,M,High,High,Low,C075_S07,2023-05-10,Puzzle,4,131.74,True,0,4,0.74,0.47,70.57,0.71,2,-0.43,0.46,Verbal,On-track
C075,63,M,High,High,Low,C075_S08,2023-06-28,Puzzle,1,14.2,False,3,3,0.69,0.86,227.61,0.61,9,0.6,0.81,Verbal,On-track
C075,63,M,High,High,Low,C075_S09,2023-05-23,Puzzle,3,233.18,True,1,3,0.87,0.89,191.36,0.75,2,-0.19,0.61,Hands-on,On-track
C075,63,M,High,High,Low,C075_S10,2023-02-25,Drawing,3,232.91,True,1,4,0.2,0.37,128.37,0.56,5,0.32,0.97,Verbal,On-track
C075,63,M,High,High,Low,C075_S11,2023-01-24,Puzzle,4,245.59,True,0,2,0.2,0.78,128.84,0.81,7,0.25,0.66,Verbal,On-track
C075,63,M,High,High,Low,C075_S12,2023-06-30,Reading,5,230.03,True,0,1,0.17,0.86,262.24,0.71,8,-0.46,0.64,Mixed,At-risk
C075,63,M,High,High,Low,C075_S13,2023-01-07,Reading,4,119.75,True,5,3,0.81,0.83,138.32,0.82,6,-0.89,0.37,Verbal,On-track
C075,63,M,High,High,Low,C075_S14,2023-06-30,Reading,5,82.28,True,0,1,0.95,0.39,202.73,0.71,2,0.77,0.8,Visual,Advanced
C075,63,M,High,High,Low,C075_S15,2023-06-10,Reading,5,60.85,True,1,3,0.15,0.8,199.04,0.96,4,1.0,0.52,Hands-on,On-track
C075,63,M,High,High,Low,C075_S16,2023-06-10,Puzzle,1,75.36,True,2,3,0.68,0.27,216.4,0.85,3,0.0,0.56,Verbal,At-risk
C075,63,M,High,High,Low,C075_S17,2023-05-16,Puzzle,2,270.18,True,1,4,0.69,1.0,69.68,0.87,5,-0.73,0.68,Verbal,At-risk
C075,63,M,High,High,Low,C075_S18,2023-06-28,Drawing,1,58.88,True,1,3,0.14,0.55,298.49,0.67,4,-0.07,0.73,Mixed,On-track
C075,63,M,High,High,Low,C075_S19,2023-03-27,Puzzle,4,169.06,False,0,3,0.14,0.31,96.72,0.71,2,0.29,0.73,Hands-on,Advanced
C075,63,M,High,High,Low,C075_S20,2023-04-04,Puzzle,5,75.99,True,0,5,0.61,0.71,232.76,0.59,2,-0.0,0.69,Visual,On-track
C076,56,M,Medium,Medium,Low,C076_S01,2023-06-15,Puzzle,1,105.93,True,1,2,0.56,0.05,116.73,0.81,10,0.34,0.79,Hands-on,At-risk
C076,56,M,Medium,Medium,Low,C076_S02,2023-02-05,Counting,2,277.1,True,4,1,0.38,0.13,71.78,0.65,3,-0.68,0.77,Visual,On-track
C076,56,M,Medium,Medium,Low,C076_S03,2023-05-03,Drawing,1,206.87,True,0,0,0.41,0.53,104.98,0.85,5,-0.52,0.37,Mixed,At-risk
C076,56,M,Medium,Medium,Low,C076_S04,2023-03-24,Counting,1,44.14,True,0,1,0.28,0.9,59.51,0.7,7,0.42,0.53,Mixed,On-track
C076,56,M,Medium,Medium,Low,C076_S05,2023-04-19,Counting,3,30.94,True,1,0,0.3,0.23,296.01,0.92,2,-0.79,0.76,Visual,On-track
C076,56,M,Medium,Medium,Low,C076_S06,2023-04-26,Reading,4,254.13,True,0,2,0.98,0.88,265.7,0.7,8,0.98,0.38,Hands-on,Advanced
C076,56,M,Medium,Medium,Low,C076_S07,2023-05-01,Counting,4,182.26,True,1,0,0.55,0.33,207.57,0.59,4,-0.69,0.68,Verbal,On-track
C076,56,M,Medium,Medium,Low,C076_S08,2023-06-22,Puzzle,4,247.0,False,1,3,0.23,0.36,48.31,0.62,2,0.54,0.34,Visual,Advanced
C076,56,M,Medium,Medium,Low,C076_S09,2023-01-23,Puzzle,2,123.81,False,2,3,0.46,0.84,186.03,0.92,4,0.87,0.58,Verbal,On-track
C076,56,M,Medium,Medium,Low,C076_S10,2023-01-20,Puzzle,3,126.57,False,0,1,0.55,0.35,217.78,0.59,8,0.64,0.54,Visual,On-track
C076,56,M,Medium,Medium,Low,C076_S11,2023-02-07,Reading,4,254.26,True,1,1,0.71,0.24,199.79,0.61,6,-0.07,0.41,Visual,On-track
C076,56,M,Medium,Medium,Low,C076_S12,2023-06-10,Puzzle,1,138.19,False,1,0,0.44,0.57,219.88,0.94,4,0.09,0.47,Verbal,Advanced
C076,56,M,Medium,Medium,Low,C076_S13,2023-05-19,Drawing,1,128.02,True,0,4,0.84,0.03,57.74,0.83,7,0.55,0.46,Verbal,On-track
C076,56,M,Medium,Medium,Low,C076_S14,2023-06-15,Puzzle,3,36.23,False,2,2,0.13,0.46,52.41,0.76,5,0.83,0.49,Verbal,On-track
C076,56,M,Medium,Medium,Low,C076_S15,2023-03-01,Counting,1,176.99,False,0,2,0.62,0.8,181.48,0.53,3,-0.73,0.42,Verbal,On-track
C076,56,M,Medium,Medium,Low,C076_S16,2023-06-15,Counting,3,179.69,True,3,2,0.51,0.02,217.24,0.94,8,0.09,0.77,Verbal,At-risk
C076,56,M,Medium,Medium,Low,C076_S17,2023-05-16,Reading,1,276.35,True,0,3,0.2,0.05,233.61,0.62,2,-0.66,0.24,Verbal,On-track
C076,56,M,Medium,Medium,Low,C076_S18,2023-03-20,Drawing,5,198.01,True,1,1,0.48,0.53,198.77,0.92,6,0.34,0.91,Mixed,On-track
C076,56,M,Medium,Medium,Low,C076_S19,2023-04-06,Counting,5,282.65,False,1,1,0.77,0.17,127.23,0.59,4,0.58,0.88,Mixed,On-track
C076,56,M,Medium,Medium,Low,C076_S20,2023-04-01,Counting,4,95.06,True,1,3,0.3,0.46,32.38,0.77,10,-0.29,0.53,Verbal,On-track
C077,54,M,High,High,Moderate,C077_S01,2023-02-16,Drawing,4,189.35,True,1,2,0.66,0.4,46.15,0.68,8,0.44,0.92,Mixed,At-risk
C077,54,M,High,High,Moderate,C077_S02,2023-06-20,Drawing,5,241.78,True,1,0,0.67,0.45,46.15,0.74,4,-0.53,0.72,Visual,On-track
C077,54,M,High,High,Moderate,C077_S03,2023-03-23,Drawing,1,38.61,True,0,2,0.79,0.07,161.01,0.66,7,0.08,0.24,Verbal,On-track
C077,54,M,High,High,Moderate,C077_S04,2023-02-22,Puzzle,5,89.21,True,0,7,0.24,0.64,161.79,0.55,8,-0.11,0.72,Hands-on,Advanced
C077,54,M,High,High,Moderate,C077_S05,2023-02-07,Counting,2,92.13,True,0,3,0.45,0.11,274.09,0.7,4,-0.94,0.68,Verbal,Advanced
C077,54,M,High,High,Moderate,C077_S06,2023-05-17,Counting,1,138.62,False,0,2,0.84,0.37,137.56,0.58,9,-0.37,0.83,Visual,On-track
C077,54,M,High,High,Moderate,C077_S07,2023-05-08,Drawing,2,113.87,False,1,2,0.66,0.04,172.11,0.63,6,-0.47,0.92,Mixed,Advanced
C077,54,M,High,High,Moderate,C077_S08,2023-02-09,Puzzle,3,275.66,True,0,6,0.67,0.97,92.46,0.9,2,0.52,0.45,Mixed,On-track
C077,54,M,High,High,Moderate,C077_S09,2023-05-10,Counting,2,113.08,True,1,2,0.71,0.48,297.75,0.7,4,-0.97,0.33,Hands-on,On-track
C077,54,M,High,High,Moderate,C077_S10,2023-03-16,Drawing,4,107.47,False,2,3,0.49,0.84,182.08,0.69,5,-0.81,0.43,Mixed,At-risk
C077,54,M,High,High,Moderate,C077_S11,2023-04-24,Counting,2,73.44,False,0,5,0.85,0.84,189.24,0.82,3,-0.79,0.89,Hands-on,At-risk
C077,54,M,High,High,Moderate,C077_S12,2023-01-11,Drawing,3,76.36,True,1,0,0.49,0.79,38.29,0.92,7,-0.85,0.79,Hands-on,On-track
C077,54,M,High,High,Moderate,C077_S13,2023-01-07,Reading,3,178.79,False,2,0,0.81,0.2,37.79,0.96,4,0.25,0.81,Hands-on,On-track
C077,54,M,High,High,Moderate,C077_S14,2023-04-02,Puzzle,4,152.74,False,0,4,0.53,0.72,179.1,0.58,5,0.92,0.5,Verbal,At-risk
C077,54,M,High,High,Moderate,C077_S15,2023-02-19,Drawing,5,221.33,True,0,0,0.45,0.92,177.25,0.66,6,0.37,0.81,Mixed,At-risk
C077,54,M,High,High,Moderate,C077_S16,2023-02-20,Puzzle,4,144.27,False,1,3,0.99,0.94,284.22,0.57,8,-0.3,0.44,Visual,Advanced
C077,54,M,High,High,Moderate,C077_S17,2023-06-23,Puzzle,4,99.38,True,1,1,0.15,0.52,123.69,0.77,2,-0.85,0.57,Mixed,On-track
C077,54,M,High,High,Moderate,C077_S18,2023-05-06,Counting,4,153.52,True,0,2,0.79,0.58,102.67,0.75,2,-0.1,0.71,Hands-on,On-track
C077,54,M,High,High,Moderate,C077_S19,2023-01-15,Counting,4,218.28,False,2,4,0.97,0.19,247.67,0.73,4,0.34,0.25,Verbal,At-risk
C077,54,M,High,High,Moderate,C077_S20,2023-04-20,Counting,2,255.0,True,0,2,0.91,0.75,70.93,0.79,5,-0.59,0.48,Verbal,On-track
C078,71,F,Medium,Medium,Moderate,C078_S01,2023-05-24,Puzzle,2,226.13,True,1,4,0.75,0.87,38.7,0.77,8,-0.92,0.57,Visual,Advanced
C078,71,F,Medium,Medium,Moderate,C078_S02,2023-04-17,Reading,5,194.71,False,1,0,0.92,0.28,90.56,0.91,4,-0.62,0.67,Verbal,Advanced
C078,71,F,Medium,Medium,Moderate,C078_S03,2023-04-19,Reading,2,217.05,False,1,3,0.73,0.59,291.76,0.65,6,-0.92,0.4,Visual,On-track
C078,71,F,Medium,Medium,Moderate,C078_S04,2023-01-23,Drawing,4,245.75,True,0,0,0.87,0.08,136.19,0.55,5,0.4,0.87,Visual,On-track
C078,71,F,Medium,Medium,Moderate,C078_S05,2023-05-15,Counting,3,64.06,True,2,1,0.46,0.02,275.9,0.84,3,0.89,0.45,Visual,Advanced
C078,71,F,Medium,Medium,Moderate,C078_S06,2023-04-07,Puzzle,4,133.45,True,1,2,0.98,0.94,203.32,0.51,5,-0.45,0.95,Visual,At-risk
C078,71,F,Medium,Medium,Moderate,C078_S07,2023-03-11,Reading,3,29.22,True,3,3,0.6,0.44,295.76,0.53,5,0.9,0.81,Visual,On-track
C078,71,F,Medium,Medium,Moderate,C078_S08,2023-05-26,Drawing,3,183.45,True,1,1,0.32,0.76,75.26,0.71,8,0.66,0.44,Visual,Advanced
C078,71,F,Medium,Medium,Moderate,C078_S09,2023-03-16,Reading,5,161.65,True,2,0,0.86,0.11,40.63,0.67,7,0.91,0.2,Visual,Advanced
C078,71,F,Medium,Medium,Moderate,C078_S10,2023-05-30,Counting,1,19.07,True,1,1,0.54,0.17,211.69,0.68,6,-0.64,0.81,Verbal,At-risk
C078,71,F,Medium,Medium,Moderate,C078_S11,2023-02-27,Puzzle,3,55.54,False,0,6,0.6,0.34,235.64,0.58,4,-0.01,0.51,Mixed,On-track
C078,71,F,Medium,Medium,Moderate,C078_S12,2023-03-18,Reading,5,280.74,True,1,4,0.34,1.0,72.2,0.86,5,0.32,0.59,Visual,At-risk
C078,71,F,Medium,Medium,Moderate,C078_S13,2023-03-15,Reading,1,66.58,False,0,1,0.98,0.03,224.85,0.62,5,-0.74,0.78,Visual,Advanced
C078,71,F,Medium,Medium,Moderate,C078_S14,2023-06-15,Drawing,4,42.04,False,0,1,0.34,0.4,161.5,0.5,2,-0.06,0.62,Visual,At-risk
C078,71,F,Medium,Medium,Moderate,C078_S15,2023-05-07,Puzzle,2,186.14,True,0,1,0.16,0.01,89.53,0.84,4,0.35,0.79,Hands-on,On-track
C078,71,F,Medium,Medium,Moderate,C078_S16,2023-05-04,Reading,5,95.15,True,0,1,0.23,0.59,94.46,0.92,2,0.48,0.61,Mixed,At-risk
C078,71,F,Medium,Medium,Moderate,C078_S17,2023-05-02,Puzzle,1,124.1,True,1,4,0.21,0.85,255.13,0.69,6,0.79,0.32,Verbal,At-risk
C078,71,F,Medium,Medium,Moderate,C078_S18,2023-01-05,Counting,4,189.7,True,1,2,0.26,0.74,83.69,0.63,6,0.23,0.5,Visual,On-track
C078,71,F,Medium,Medium,Moderate,C078_S19,2023-03-23,Reading,5,168.61,False,1,0,0.71,0.05,46.29,0.58,6,-0.57,0.95,Mixed,On-track
C078,71,F,Medium,Medium,Moderate,C078_S20,2023-02-11,Puzzle,4,171.54,True,1,1,0.71,0.83,266.18,0.85,2,0.63,0.39,Verbal,On-track
C079,51,F,Low,Medium,Moderate,C079_S01,2023-05-16,Puzzle,2,52.14,True,1,1,0.71,0.73,127.66,0.89,5,-0.47,0.3,Hands-on,At-risk
C079,51,F,Low,Medium,Moderate,C079_S02,2023-02-16,Puzzle,1,166.78,True,1,2,0.32,0.61,61.4,0.95,3,0.69,0.71,Hands-on,On-track
C079,51,F,Low,Medium,Moderate,C079_S03,2023-03-24,Counting,3,31.91,True,0,1,0.86,0.09,36.78,0.62,4,0.71,0.24,Mixed,At-risk
C079,51,F,Low,Medium,Moderate,C079_S04,2023-03-19,Counting,5,164.15,True,0,1,0.62,0.33,203.09,0.85,2,-0.07,0.78,Hands-on,At-risk
C079,51,F,Low,Medium,Moderate,C079_S05,2023-01-25,Counting,2,113.22,True,2,2,0.78,0.17,47.11,0.76,5,0.99,0.44,Mixed,On-track
C079,51,F,Low,Medium,Moderate,C079_S06,2023-05-13,Counting,5,147.26,True,0,2,0.78,0.7,83.28,0.82,3,0.57,0.64,Verbal,On-track
C079,51,F,Low,Medium,Moderate,C079_S07,2023-03-29,Drawing,4,46.56,True,1,2,0.83,0.56,296.62,0.69,7,-0.13,0.62,Visual,On-track
C079,51,F,Low,Medium,Moderate,C079_S08,2023-02-26,Drawing,4,293.95,True,1,2,0.91,0.58,280.71,0.99,7,0.53,0.45,Mixed,On-track
C079,51,F,Low,Medium,Moderate,C079_S09,2023-06-26,Puzzle,5,157.65,True,3,3,0.36,0.91,144.43,0.98,8,0.26,0.9,Verbal,Advanced
C079,51,F,Low,Medium,Moderate,C079_S10,2023-01-30,Drawing,3,251.18,False,0,1,0.88,0.84,259.32,0.85,3,0.9,0.56,Mixed,On-track
C079,51,F,Low,Medium,Moderate,C079_S11,2023-03-21,Counting,4,172.43,True,2,2,0.44,0.51,227.56,0.64,4,-0.02,0.6,Visual,On-track
C079,51,F,Low,Medium,Moderate,C079_S12,2023-06-02,Counting,4,113.61,False,2,2,0.85,0.22,285.76,0.84,3,-0.66,0.75,Visual,On-track
C079,51,F,Low,Medium,Moderate,C079_S13,2023-01-31,Drawing,4,256.79,True,2,4,0.47,0.18,170.43,0.75,3,-0.23,0.53,Visual,At-risk
C079,51,F,Low,Medium,Moderate,C079_S14,2023-06-26,Drawing,4,229.62,True,0,3,0.24,0.85,299.68,0.67,3,-0.43,0.76,Verbal,On-track
C079,51,F,Low,Medium,Moderate,C079_S15,2023-01-21,Reading,5,22.98,True,0,0,0.66,0.35,199.87,0.5,5,-0.69,0.4,Hands-on,At-risk
C079,51,F,Low,Medium,Moderate,C079_S16,2023-01-20,Puzzle,2,205.46,True,1,2,0.16,0.14,209.77,0.85,6,0.1,0.45,Mixed,At-risk
C079,51,F,Low,Medium,Moderate,C079_S17,2023-01-11,Drawing,1,110.39,True,1,4,0.22,0.61,234.37,0.64,5,-0.22,0.22,Visual,At-risk
C079,51,F,Low,Medium,Moderate,C079_S18,2023-05-12,Puzzle,3,11.63,True,0,0,0.44,0.34,60.69,0.94,6,-0.01,0.87,Verbal,Advanced
C079,51,F,Low,Medium,Moderate,C079_S19,2023-01-12,Puzzle,4,37.44,True,0,0,0.7,0.12,231.69,0.6,1,0.68,0.5,Verbal,On-track
C079,51,F,Low,Medium,Moderate,C079_S20,2023-01-25,Puzzle,2,257.81,True,1,1,0.77,0.8,176.87,0.57,6,-0.89,0.27,Mixed,On-track
C080,58,M,Low,High,Moderate,C080_S01,2023-01-08,Puzzle,2,101.82,True,0,4,0.73,0.69,268.4,0.65,6,-0.38,0.97,Visual,At-risk
C080,58,M,Low,High,Moderate,C080_S02,2023-03-13,Counting,4,119.56,True,2,2,0.62,0.39,56.57,0.65,8,0.67,0.81,Verbal,Advanced
C080,58,M,Low,High,Moderate,C080_S03,2023-06-06,Drawing,4,140.48,True,3,1,0.25,0.98,163.16,0.51,7,0.68,0.39,Hands-on,On-track
C080,58,M,Low,High,Moderate,C080_S04,2023-05-29,Puzzle,4,169.03,False,0,0,0.82,0.56,151.34,0.59,4,-0.84,0.3,Hands-on,At-risk
C080,58,M,Low,High,Moderate,C080_S05,2023-03-14,Drawing,2,281.35,True,0,1,0.13,0.5,88.08,0.5,4,0.42,0.74,Mixed,On-track
C080,58,M,Low,High,Moderate,C080_S06,2023-01-26,Drawing,1,139.79,True,1,5,0.93,0.35,41.1,0.71,6,-0.93,0.54,Mixed,Advanced
C080,58,M,Low,High,Moderate,C080_S07,2023-05-02,Counting,3,102.3,True,1,2,0.72,0.25,148.76,0.98,7,1.0,0.41,Hands-on,On-track
C080,58,M,Low,High,Moderate,C080_S08,2023-06-22,Puzzle,5,190.93,True,0,0,0.83,0.48,69.42,0.73,4,0.94,0.84,Visual,On-track
C080,58,M,Low,High,Moderate,C080_S09,2023-04-08,Reading,3,294.2,True,1,3,0.5,0.36,146.12,0.54,8,-0.38,0.67,Visual,On-track
C080,58,M,Low,High,Moderate,C080_S10,2023-01-29,Counting,4,110.21,True,0,2,0.61,0.79,96.26,0.76,6,0.75,0.89,Visual,On-track
C080,58,M,Low,High,Moderate,C080_S11,2023-02-04,Reading,2,287.6,True,2,3,0.13,0.99,153.54,0.97,5,0.36,0.27,Mixed,At-risk
C080,58,M,Low,High,Moderate,C080_S12,2023-05-23,Puzzle,3,156.75,False,0,4,0.82,0.72,197.29,0.71,3,0.73,0.72,Visual,On-track
C080,58,M,Low,High,Moderate,C080_S13,2023-04-09,Counting,2,236.14,True,1,1,0.76,0.84,201.51,0.58,2,0.68,0.76,Verbal,At-risk
C080,58,M,Low,High,Moderate,C080_S14,2023-06-25,Reading,3,267.99,True,1,0,0.22,0.95,148.92,0.52,2,0.52,0.32,Visual,On-track
C080,58,M,Low,High,Moderate,C080_S15,2023-04-20,Drawing,1,297.35,True,2,1,0.46,0.65,31.24,0.93,6,-0.59,0.92,Mixed,Advanced
C080,58,M,Low,High,Moderate,C080_S16,2023-05-02,Counting,2,13.71,True,1,1,0.75,0.54,294.91,0.62,4,0.66,0.8,Visual,Advanced
C080,58,M,Low,High,Moderate,C080_S17,2023-05-06,Puzzle,4,109.54,True,1,3,0.96,0.54,298.67,0.57,5,0.91,0.31,Verbal,On-track
C080,58,M,Low,High,Moderate,C080_S18,2023-06-23,Puzzle,1,279.98,True,1,2,0.14,0.47,107.43,0.99,7,-0.19,0.64,Visual,On-track
C080,58,M,Low,High,Moderate,C080_S19,2023-06-27,Puzzle,2,35.69,True,0,2,0.52,0.39,121.69,0.67,3,-0.23,0.54,Hands-on,Advanced
C080,58,M,Low,High,Moderate,C080_S20,2023-02-13,Puzzle,1,37.13,True,0,1,0.77,0.29,268.54,0.71,5,0.9,0.88,Verbal,On-track
C081,41,M,High,Medium,Low,C081_S01,2023-03-01,Reading,3,292.5,True,0,2,0.53,0.93,76.27,0.92,5,-0.22,0.85,Hands-on,On-track
C081,41,M,High,Medium,Low,C081_S02,2023-05-29,Counting,1,168.03,False,1,3,0.3,0.37,74.88,0.83,7,0.09,0.79,Mixed,Advanced
C081,41,M,High,Medium,Low,C081_S03,2023-04-13,Counting,2,202.4,True,1,1,0.59,0.96,199.62,0.52,5,-0.64,0.89,Verbal,At-risk
C081,41,M,High,Medium,Low,C081_S04,2023-04-14,Reading,5,144.89,True,2,2,0.64,0.47,272.1,0.66,4,0.6,0.35,Hands-on,On-track
C081,41,M,High,Medium,Low,C081_S05,2023-04-27,Puzzle,1,291.37,True,0,2,0.75,0.78,165.32,0.89,4,0.3,0.72,Visual,On-track
C081,41,M,High,Medium,Low,C081_S06,2023-03-01,Drawing,4,240.72,True,2,3,0.56,0.12,105.45,0.84,7,-0.17,0.94,Visual,At-risk
C081,41,M,High,Medium,Low,C081_S07,2023-01-18,Reading,2,147.38,True,1,1,0.58,0.23,66.4,0.95,3,0.54,0.22,Hands-on,Advanced
C081,41,M,High,Medium,Low,C081_S08,2023-04-08,Counting,1,230.6,True,1,0,0.57,0.1,290.37,0.95,3,-0.04,0.34,Visual,At-risk
C081,41,M,High,Medium,Low,C081_S09,2023-01-25,Puzzle,3,136.37,False,2,1,0.91,0.7,81.15,0.79,6,0.78,0.88,Hands-on,On-track
C081,41,M,High,Medium,Low,C081_S10,2023-05-07,Reading,4,263.58,True,0,2,0.78,0.97,158.97,0.5,7,0.77,0.61,Visual,At-risk
C081,41,M,High,Medium,Low,C081_S11,2023-05-06,Counting,5,108.67,True,3,1,0.38,0.17,197.44,0.89,2,0.64,0.34,Hands-on,Advanced
C081,41,M,High,Medium,Low,C081_S12,2023-05-19,Puzzle,4,137.65,False,0,3,0.19,0.87,254.66,0.88,8,-0.8,0.64,Mixed,On-track
C081,41,M,High,Medium,Low,C081_S13,2023-04-21,Puzzle,4,54.37,True,0,5,0.83,0.67,297.14,0.91,7,0.68,0.81,Verbal,On-track
C081,41,M,High,Medium,Low,C081_S14,2023-04-07,Reading,1,112.3,True,0,3,0.98,0.05,52.39,0.85,3,0.92,0.76,Verbal,On-track
C081,41,M,High,Medium,Low,C081_S15,2023-05-23,Counting,4,55.85,True,3,4,0.34,0.82,166.1,0.95,3,0.97,0.45,Mixed,On-track
C081,41,M,High,Medium,Low,C081_S16,2023-04-21,Drawing,3,49.42,True,2,5,0.71,0.41,204.74,0.63,2,0.18,0.89,Verbal,On-track
C081,41,M,High,Medium,Low,C081_S17,2023-01-29,Reading,3,272.76,True,0,2,0.65,0.58,158.05,0.93,1,-0.35,0.21,Hands-on,At-risk
C081,41,M,High,Medium,Low,C081_S18,2023-05-27,Reading,1,93.33,True,1,0,0.61,0.85,296.79,0.85,7,0.83,0.94,Verbal,Advanced
C081,41,M,High,Medium,Low,C081_S19,2023-05-10,Puzzle,1,65.23,True,0,1,0.82,0.39,51.47,0.71,6,0.69,0.27,Verbal,On-track
C081,41,M,High,Medium,Low,C081_S20,2023-04-07,Counting,2,126.83,True,0,0,0.47,0.03,98.85,0.6,1,0.35,0.88,Mixed,On-track
C082,55,M,Low,High,Low,C082_S01,2023-02-02,Counting,4,73.27,True,1,0,0.48,0.22,127.53,0.63,2,0.93,0.47,Verbal,At-risk
C082,55,M,Low,High,Low,C082_S02,2023-01-07,Counting,1,245.01,True,2,1,0.3,0.78,82.42,0.85,8,0.13,0.53,Verbal,On-track
C082,55,M,Low,High,Low,C082_S03,2023-04-02,Reading,1,70.78,True,1,2,0.65,0.38,165.28,0.76,6,-0.34,0.37,Verbal,At-risk
C082,55,M,Low,High,Low,C082_S04,2023-03-05,Drawing,4,204.39,True,2,2,0.51,0.6,140.03,0.7,3,0.84,0.53,Hands-on,On-track
